1	1.4998417339	0.1760454339
2	1.4684251028	0.1668518002
3	1.3546317656	0.1318212554
4	1.5512667615	0.1906864871
5	1.5512667615	0.1906864871
6	1.1118400166	0.0460423008
7	0.8803939891	-0.0553229313
8	1.0516401390	0.0218671539
9	1.0200270303	0.0086116806
10	1.0130858901	0.0056462667
11	0.9510099173	-0.0218149541
12	1.1726130000	0.0691547046
13	1.5878967000	0.2008222462
14	1.4123579102	0.1499447666
15	1.2744018710	0.1053064004
16	1.3434128809	0.1282095081
17	1.3434128809	0.1282095081
18	1.4113906004	0.1496472208
19	1.5374003100	0.1867869643
20	1.5485941454	0.1899376130
21	1.3145656263	0.1187822720
22	1.3145656263	0.1187822720
23	1.3785488865	0.1394221718
24	1.4173725345	0.1514840129
25	1.1767711215	0.0706920021
26	1.1819489765	0.0725987289
27	1.3137525276	0.1185135646
28	1.1039582755	0.0429526594
29	1.1255042206	0.0513471279
30	1.1582800543	0.0638135778
31	1.4345520528	0.1567163113
32	1.4345520528	0.1567163113
33	1.4559756149	0.1631541013
34	1.3516390727	0.1308607377
35	1.3516390727	0.1308607377
36	1.4408146012	0.1586081010
37	1.4502073908	0.1614301141
38	1.4708616603	0.1675718277
39	1.4751021683	0.1688221014
40	1.4751021683	0.1688221014
41	1.4751021683	0.1688221014
42	1.4751021683	0.1688221014
43	1.4975061297	0.1753686088
44	1.5191900607	0.1816121104
45	1.5727334026	0.1966551107
46	1.2705896060	0.1040052983
47	1.2528820562	0.0979101893
48	1.2528820562	0.0979101893
49	1.2509139356	0.0972274307
50	1.3180099312	0.1199186827
51	1.3277132557	0.1231042912
52	1.3277132557	0.1231042912
53	1.3277132557	0.1231042912
54	1.3277132557	0.1231042912
55	1.3251920396	0.1222788184
56	1.3251920396	0.1222788184
57	1.3251920396	0.1222788184
58	1.3150520038	0.1189429274
59	1.3150520038	0.1189429274
60	1.3251792090	0.1222746135
61	1.3313952575	0.1243070057
62	1.0609784778	0.0257065742
63	1.0609784778	0.0257065742
64	1.3250590717	0.1222352397
65	1.3499361820	0.1303132378
66	1.2977388410	0.1131873032
67	1.3097410269	0.1171854318
68	1.1544999824	0.0623939306
69	1.1626202227	0.0654378728
70	1.0223602054	0.0096039366
71	1.0416954305	0.0177407591
72	1.0432416053	0.0183848987
73	1.1383464080	0.0562744415
74	1.1008817363	0.0417406668
75	1.0244409892	0.0104869468
76	1.0427052428	0.0181615572
77	0.9433483740	-0.0253278948
78	0.9893271430	-0.0046600755
79	1.1000223147	0.0414014952
80	1.0041628669	0.0018041575
81	0.9629805629	-0.0163824787
82	0.9100415213	-0.0409387922
83	0.9271583566	-0.0328460830
84	1.0672774252	0.0282773234
85	1.0637374628	0.0268344545
86	0.9390113639	-0.0273291519
87	0.9924665006	-0.0032841434
88	0.8855324915	-0.0527954993
89	0.8374584438	-0.0770367342
90	0.8424747908	-0.0744430855
91	0.9155926084	-0.0382977220
92	0.8807457282	-0.0551494545
93	0.8807457282	-0.0551494545
94	0.8484467499	-0.0713754096
95	0.8454004988	-0.0729375003
96	0.8634827202	-0.0637463490
97	0.8339502342	-0.0788598650
98	0.8642512991	-0.0633599590
99	0.8642512991	-0.0633599590
100	0.8908411346	-0.0501997376
