1	2.2469360849
2	2.4229056008
3	2.3739096216
4	2.6508102201
5	2.7997089879
6	2.7702869887
7	2.7778808428
8	2.8618310420
9	2.9622638746
10	3.0185531589
11	3.0669104224
12	3.2669770533
13	3.2493513048
14	3.2767049768
15	3.3585000911
16	3.4816018243
17	3.4880541990
18	3.5783885195
19	3.5740843019
20	3.6767846765
21	3.7211808896
22	3.7548725624
23	3.8639618824
24	3.8773817872
25	3.8907495605
26	4.0068282611
27	4.0592405149
28	4.0767370812
29	4.1344690858
30	4.1851476371
31	4.1768207874
32	4.1803932533
33	4.2226552434
34	4.2298950082
35	4.2302522169
36	4.2358045468
37	4.2397730418
38	4.2528451514
39	4.3196571490
40	4.3617364819
41	4.3623229644
42	4.4292987762
43	4.4561126737
44	4.4649548774
45	4.4620464035
46	4.5147915786
47	4.5239544773
48	4.5404102852
49	4.5666530107
50	4.5593746857
51	4.5860290991
52	4.5964432323
53	4.5963216267
54	4.6203744582
55	4.6346109972
56	4.6473433763
57	4.6552826118
58	4.6559936665
59	4.7167523739
60	4.6800353696
61	4.7573921566
62	4.7986486842
63	4.7995289160
64	4.7568687886
65	4.7958092064
66	4.8012030474
67	4.8219416106
68	4.8142927873
69	4.8393974444
70	4.9028016542
71	4.9225372564
72	4.9242653307
73	4.9349348303
74	4.9348098720
75	4.9776366963
76	4.9877134141
77	4.9991944882
78	5.0191620821
79	5.0102552416
80	5.0259910316
81	5.0478080613
82	5.0566217694
83	5.0529711724
84	5.0653645125
85	5.0903785594
86	5.0818354014
87	5.0791943740
88	5.1045701813
89	5.1110359350
90	5.1074517501
91	5.1022535982
92	5.1134456899
93	5.1147974896
94	5.1169338061
95	5.1260084277
96	5.1258173342
97	5.1304489381
98	5.1335094813
99	5.1493759189
100	5.1463428011
