1	0.0982008420
2	0.1101807215
3	0.0866332409
4	0.0564192317
5	0.0851381852
6	0.0759053711
7	0.0588075861
8	0.0906923343
9	0.0746515641
10	0.0445627700
11	0.0888007367
12	0.0548917422
13	0.0845842103
14	0.0538319553
15	0.0609555231
16	0.0734691611
17	0.0559929406
18	0.0636318371
19	0.0578908842
20	0.0555486008
21	0.0532007100
22	0.0527999259
23	0.0474018523
24	0.0472857794
25	0.0450027853
26	0.0625423670
27	0.0630317745
28	0.0536742737
29	0.0472806913
30	0.0499796967
31	0.0473215602
32	0.0555090151
33	0.0576351727
34	0.0544558315
35	0.0527198519
36	0.0508891390
37	0.0441720965
38	0.0417013580
39	0.0436898574
40	0.0434446316
41	0.0518065623
42	0.0507339432
43	0.0494283462
44	0.0562567833
45	0.0593666627
46	0.0603530443
47	0.0628574246
48	0.0549665902
49	0.0543755448
50	0.0515624737
51	0.0508813708
52	0.0522395630
53	0.0393658525
54	0.0385680348
55	0.0383016110
56	0.0547128691
57	0.0607388476
58	0.0602609520
59	0.0492672190
60	0.0481563320
61	0.0467027888
62	0.0419654482
63	0.0452989716
64	0.0501677715
65	0.0494222915
66	0.0462874265
67	0.0507328127
68	0.0479999577
69	0.0497697343
70	0.0504467669
71	0.0450360819
72	0.0493422233
73	0.0500778251
74	0.0439686169
75	0.0357052889
76	0.0327822874
77	0.0394530037
78	0.0483969502
79	0.0487176595
80	0.0509982260
81	0.0533388752
82	0.0563476683
83	0.0659108178
84	0.0666706311
85	0.0660714249
86	0.0638913152
87	0.0530714503
88	0.0492923178
89	0.0400929159
90	0.0411528676
91	0.0398508775
92	0.0418673723
93	0.0396815892
94	0.0401237692
95	0.0397122956
96	0.0407119075
97	0.0372165182
98	0.0381196024
99	0.0412994819
100	0.0504667840
