1	0.9240027087	-0.0343267556
2	0.8840782564	-0.0535092906
3	0.9647304231	-0.0155940256
4	1.0614738163	0.0259092857
5	1.0614738163	0.0259092857
6	1.1061626425	0.0438189873
7	1.2586276112	0.0998972549
8	1.0362180132	0.0154511376
9	0.9339160612	-0.0296921557
10	0.8442156850	-0.0735465832
11	0.8782655284	-0.0563741628
12	0.9335861042	-0.0298456211
13	0.9336019986	-0.0298382272
14	0.9261250765	-0.0333303563
15	0.9261250765	-0.0333303563
16	0.9342154910	-0.0295529356
17	0.9459953933	-0.0241109785
18	0.9491662438	-0.0226577155
19	0.9541372918	-0.0203891297
20	0.9786193138	-0.0093862173
21	0.9840748206	-0.0069718803
22	0.9455919143	-0.0242962501
23	0.9025748158	-0.0445167886
24	0.9025748158	-0.0445167886
25	0.9157095237	-0.0382422690
26	0.9690116055	-0.0136710215
27	0.9325932495	-0.0303077325
28	0.9837038372	-0.0071356345
29	0.9751345095	-0.0109354739
30	0.9839579080	-0.0070234795
31	0.9839579080	-0.0070234795
32	0.9839579080	-0.0070234795
33	0.9883002179	-0.0051111089
34	0.9901381060	-0.0043042251
35	0.9931107668	-0.0030023097
36	0.9989363789	-0.0004621706
37	0.8929361734	-0.0491795831
38	0.8929361734	-0.0491795831
39	0.8958499229	-0.0477647394
40	0.8934059126	-0.0489511777
41	0.9178904193	-0.0372091632
42	0.9178904193	-0.0372091632
43	0.9365529836	-0.0284676483
44	0.9206815106	-0.0358905784
45	0.9359988419	-0.0287246886
46	0.9329883458	-0.0301237811
47	0.9523967118	-0.0211821127
48	0.9323398012	-0.0304257755
49	0.9241915545	-0.0342380045
50	0.9530904678	-0.0208658739
51	0.9530904678	-0.0208658739
52	0.9530904678	-0.0208658739
53	0.8594205438	-0.0657942690
54	0.8504698061	-0.0703411004
55	0.8511036558	-0.0700175440
56	0.8682189915	-0.0613707186
57	0.8454173997	-0.0729288181
58	0.8454173997	-0.0729288181
59	0.8454173997	-0.0729288181
60	0.8436151054	-0.0738556526
61	0.8400279325	-0.0757062726
62	0.8164163064	-0.0880883296
63	0.8164163064	-0.0880883296
64	0.8197329016	-0.0863276333
65	0.8217295230	-0.0852711095
66	0.8348620157	-0.0783852979
67	0.8279929794	-0.0819733456
68	0.8303667831	-0.0807300321
69	0.8226636536	-0.0847776900
70	0.8264528173	-0.0827819355
71	0.8082279407	-0.0924661400
72	0.8173312095	-0.0876019174
73	0.8145474145	-0.0890836305
74	0.8036457865	-0.0949353280
75	0.7493919128	-0.1252909980
76	0.7360364162	-0.1331006979
77	0.7455621828	-0.1275161289
78	0.7440153281	-0.1284181171
79	0.7880691913	-0.1034356504
80	0.7880691913	-0.1034356504
81	0.7880691913	-0.1034356504
82	0.7880691913	-0.1034356504
83	0.8044360187	-0.0945084921
84	0.7863865776	-0.1043639079
85	0.7722865451	-0.1122215315
86	0.7722865451	-0.1122215315
87	0.7665951834	-0.1154339138
88	0.7607023425	-0.1187852464
89	0.7607023425	-0.1187852464
90	0.7778317364	-0.1091143411
91	0.7778317364	-0.1091143411
92	0.7700686583	-0.1134705520
93	0.7644859034	-0.1166305183
94	0.7596986718	-0.1193586329
95	0.7596986718	-0.1193586329
96	0.7596986718	-0.1193586329
97	0.7511688712	-0.1242624178
98	0.7511688712	-0.1242624178
99	0.7511688712	-0.1242624178
100	0.7584515874	-0.1200721354
