1	0.0486235803
2	0.0509945388
3	0.0535995288
4	0.0742510755
5	0.0677670245
6	0.0703698543
7	0.0589133499
8	0.0501472873
9	0.0519888263
10	0.0560163423
11	0.0535976059
12	0.0508340374
13	0.0376776747
14	0.0454355782
15	0.0518918185
16	0.0581892260
17	0.0400248211
18	0.0574548884
19	0.0589470280
20	0.0529117462
21	0.0555624493
22	0.0569866874
23	0.0460994034
24	0.0527157623
25	0.0383229736
26	0.0485284977
27	0.0463895272
28	0.0543605300
29	0.0589078662
30	0.0608722083
31	0.0636726649
32	0.0599672778
33	0.0553749037
34	0.0583445726
35	0.0560599641
36	0.0591720739
37	0.0515431635
38	0.0599691937
39	0.0584389875
40	0.0583593580
41	0.0626393588
42	0.0705476539
43	0.0655280794
44	0.0699483644
45	0.0656680108
46	0.0674393687
47	0.0559649043
48	0.0673269882
49	0.0640602564
50	0.0542779880
51	0.0499006534
52	0.0497103566
53	0.0622253259
54	0.0633600891
55	0.0504615252
56	0.0549628964
57	0.0552673384
58	0.0499025890
59	0.0500956324
60	0.0489722073
61	0.0524870860
62	0.0529443057
63	0.0577493153
64	0.0564715169
65	0.0535447781
66	0.0530672526
67	0.0517886056
68	0.0500902301
69	0.0467691682
70	0.0487078542
71	0.0466772939
72	0.0428431861
73	0.0456776998
74	0.0590471373
75	0.0557684305
76	0.0633062059
77	0.0567536462
78	0.0506032035
79	0.0483838214
80	0.0496080985
81	0.0476000747
82	0.0509318465
83	0.0480856087
84	0.0439333981
85	0.0885478387
86	0.0507997579
87	0.0515227999
88	0.0545747922
89	0.0591275292
90	0.0387583982
91	0.0387362277
92	0.0389804450
93	0.0343196356
94	0.0361453022
95	0.0335423130
96	0.0367305390
97	0.0393207881
98	0.0499216183
99	0.0458021388
100	0.0418826472
