1	0.8500000000
2	0.8750000000
3	0.7500000000
4	0.8250000000
5	0.7435897436
6	0.5526315789
7	0.5263157895
8	0.4500000000
9	0.6250000000
10	0.6410256410
11	0.7000000000
12	0.9750000000
13	0.7692307692
14	0.7000000000
15	0.7250000000
16	0.5000000000
17	0.3500000000
18	0.3250000000
19	0.3250000000
20	0.1750000000
21	0.1500000000
22	0.1000000000
23	0.1750000000
24	0.1500000000
25	0.1000000000
26	0.0250000000
27	0.0500000000
28	0.0000000000
29	0.0500000000
30	0.1000000000
31	0.1500000000
32	0.1500000000
33	0.0750000000
34	0.0500000000
35	0.0512820513
36	0.0512820513
37	0.0526315789
38	0.0263157895
39	0.0512820513
40	0.1315789474
41	0.1052631579
42	0.0769230769
43	0.0256410256
44	0.0512820513
45	0.0500000000
46	0.0000000000
47	0.1000000000
48	0.0750000000
49	0.1025641026
50	0.0540540541
51	0.0512820513
52	0.1000000000
53	0.0750000000
54	0.1000000000
55	0.1282051282
56	0.1025641026
57	0.0256410256
58	0.0256410256
59	0.0000000000
60	0.0000000000
61	0.0000000000
62	0.0000000000
63	0.0000000000
64	0.0000000000
65	0.0000000000
66	0.0000000000
67	0.0250000000
68	0.0256410256
69	0.0512820513
70	0.0250000000
71	0.0000000000
72	0.0750000000
73	0.1282051282
74	0.0540540541
75	0.0512820513
76	0.0526315789
77	0.0263157895
78	0.0769230769
79	0.0750000000
80	0.1000000000
81	0.1000000000
82	0.0769230769
83	0.1794871795
84	0.1282051282
85	0.0769230769
86	0.0500000000
87	0.0500000000
88	0.0750000000
89	0.0500000000
90	0.0250000000
91	0.0250000000
92	0.0000000000
93	0.0250000000
94	0.0000000000
95	0.0000000000
96	0.0000000000
97	0.0000000000
98	0.0000000000
99	0.0250000000
100	0.0000000000
